id,inegi,fecha_de_inicio_de_reporte_en_la_cbpcdmx,fuente_de_reporte,origen_de_la_noticia,sexo,edad,lugar_de_nacimiento,nacionalidad,escolaridad,estado_civil,parentesco_reportante,fecha_de_desaparicion,year_desaparicion,cve_ent_desp,entidad_de_desaparicion,cv_mun_desp,municipio_alcadia_de_la_desaparicion,colonia_de_la_desaparicion,circunstancias_de_la_desaparicion,estatus_de_localizacion,condicion_localizacion,fecha_de_localizacion,year_localizacion,estado_de_salud,constancia_de_localizacion,municipio_alcaldia_de_la_localizacion,tipo_de_lugar_de_la_localizacion,motivo_referido_de_desaparicion
1226,09003,2020-09-15,reporte,NA,mujer,14,NA,NA,secundaria,NA,NA,2020-09-15,2020,09,ciudad de méxico,003,coyoacán,NA,se vio en su domicilio,localizado,con vida,2020-09-15,2020,NA,NA,NA,en casa de amigo o familiar,NA
1227,09015,2020-09-15,noticia,NA,hombre,37,NA,NA,NA,NA,NA,2020-08-19,2020,09,ciudad de méxico,015,cuauhtémoc,NA,se vio en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1228,09015,2020-09-15,noticia,NA,mujer,5,NA,NA,NA,NA,NA,2020-08-19,2020,09,ciudad de méxico,015,cuauhtémoc,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1229,09010,2020-09-15,noticia,redes sociales y reportes telefónicos,hombre,87,queretaro,mexicana,primaria,NA,NA,2020-07-14,2020,09,ciudad de méxico,010,álvaro obregón,NA,se vio en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1230,09007,2020-09-15,noticia,NA,hombre,34,NA,NA,secundaria,NA,NA,2020-09-13,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-13,2020,NA,NA,NA,domicilio de la persona,NA
1231,09015,2020-09-15,noticia,NA,hombre,25,NA,NA,preparatoria,NA,NA,2020-09-13,2020,09,ciudad de méxico,015,cuauhtémoc,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1232,09017,2020-09-14,noticia,NA,hombre,34,NA,mexicana,NA,NA,NA,2020-09-09,2020,09,ciudad de méxico,017,venustiano carranza,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-15,2020,NA,NA,NA,NA,NA
1233,09007,2020-09-12,noticia,NA,mujer,26,NA,NA,secundaria,NA,NA,2020-09-12,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-12,2020,NA,NA,NA,NA,NA
1234,09007,2020-09-12,noticia,NA,mujer,28,NA,NA,secundaria,NA,NA,2020-09-12,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-12,2020,NA,NA,NA,NA,NA
1235,09016,2020-09-12,noticia,NA,mujer,15,NA,NA,NA,NA,NA,2020-09-11,2020,09,ciudad de méxico,016,miguel hidalgo,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-10-19,2020,NA,NA,NA,NA,NA
1236,09007,2020-09-11,reporte,NA,hombre,43,NA,NA,NA,NA,NA,2020-09-10,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-11,2020,NA,NA,NA,en instalaciones de su trabajo,NA
1237,09007,2020-09-11,noticia,NA,hombre,23,NA,NA,NA,NA,NA,2020-08-09,2020,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,con vida,2020-09-14,2020,NA,NA,NA,en un centro de adicciones,NA
1238,09003,2020-09-11,noticia,NA,mujer,33,NA,NA,licenciatura,NA,NA,2020-09-10,2020,09,ciudad de méxico,003,coyoacán,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-12,2020,NA,NA,NA,NA,NA
1239,09007,2020-09-11,noticia,NA,mujer,18,NA,NA,NA,NA,NA,2020-09-05,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-21,2020,NA,NA,NA,agencia del ministerio público,NA
1240,09012,2020-09-08,noticia,NA,mujer,77,NA,NA,NA,NA,NA,2020-09-08,2020,09,ciudad de méxico,012,tlalpan,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-08,2020,NA,NA,NA,en un lugar publico,NA
1241,09006,2020-09-08,noticia,NA,hombre,51,NA,NA,primaria,NA,NA,2020-09-01,2020,09,ciudad de méxico,006,iztacalco,NA,ultimo contacto via telefonica,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1242,09007,2020-09-07,noticia,NA,hombre,35,NA,NA,secundaria,NA,NA,2020-09-04,2020,09,ciudad de méxico,007,iztapalapa,NA,iba rumbo a su trabajo,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1243,09016,2020-09-07,noticia,NA,hombre,47,NA,NA,preparatoria,NA,NA,2018-03-06,2018,09,ciudad de méxico,016,miguel hidalgo,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1244,09016,2020-09-06,noticia,NA,hombre,19,NA,NA,preparatoria,NA,NA,2020-08-18,2020,09,ciudad de méxico,016,miguel hidalgo,NA,refirio problemas familiares antes de desaparecer,localizado,sin vida,2020-12-08,2020,NA,NA,NA,en un centro forense,NA
1245,09003,2020-09-06,noticia,NA,mujer,53,NA,NA,NA,NA,NA,2020-09-04,2020,09,ciudad de méxico,003,coyoacán,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-04,2020,NA,NA,NA,domicilio de la persona,NA
1246,09010,2020-09-05,noticia,NA,hombre,72,NA,NA,analfabeta,NA,NA,2020-07-25,2020,09,ciudad de méxico,010,álvaro obregón,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-21,2020,NA,NA,NA,en una central o estacion de transporte,NA
1247,09005,2020-09-04,noticia,NA,mujer,16,NA,NA,NA,NA,NA,2020-08-30,2020,09,ciudad de méxico,005,gustavo a. madero,NA,NA,localizado,con vida,2020-09-26,2020,NA,NA,NA,NA,NA
1248,"NANA",2020-09-04,noticia,NA,hombre,35,NA,NA,secundaria,NA,NA,2014-12-30,2014,NA,NA,NA,NA,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1249,"NANA",2020-09-04,noticia,NA,hombre,44,NA,NA,primaria,NA,NA,2014-12-30,2014,NA,NA,NA,NA,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1250,09002,2020-09-04,noticia,NA,hombre,50,NA,NA,NA,NA,NA,2014-06-03,2014,09,ciudad de méxico,002,azcapotzalco,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1251,"NANA",2020-09-04,noticia,NA,hombre,41,NA,NA,licenciatura,NA,NA,2014-05-26,2014,NA,NA,NA,NA,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1252,09015,2020-09-04,noticia,NA,mujer,32,NA,NA,NA,NA,NA,2017-09-08,2017,09,ciudad de méxico,015,cuauhtémoc,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1253,09015,2020-09-04,noticia,NA,mujer,52,NA,NA,NA,NA,NA,2017-09-08,2017,09,ciudad de méxico,015,cuauhtémoc,NA,victima de secuestro,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1254,09015,2020-09-03,reporte,NA,hombre,37,NA,NA,preparatoria,NA,NA,2017-08-20,2017,09,ciudad de méxico,015,cuauhtémoc,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1255,09017,2020-09-03,noticia,NA,mujer,17,NA,NA,preparatoria,NA,NA,2020-09-02,2020,09,ciudad de méxico,017,venustiano carranza,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1256,09007,2020-09-03,noticia,NA,hombre,50,NA,NA,primaria,NA,NA,2020-06-01,2020,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1257,09002,2020-09-03,noticia,portal CNB,hombre,20,NA,s/d,NA,NA,NA,2020-08-29,2020,09,ciudad de méxico,002,azcapotzalco,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1258,09006,2020-09-03,noticia,NA,mujer,33,NA,NA,NA,NA,NA,2020-09-01,2020,09,ciudad de méxico,006,iztacalco,NA,se trasladaba a su domicilio,localizado,sin vida,2020-09-03,2020,NA,NA,NA,en un centro forense,NA
1259,09013,2020-09-03,noticia,NA,mujer,60,NA,NA,licenciatura,NA,NA,2020-08-30,2020,09,ciudad de méxico,013,xochimilco,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1260,09007,2020-09-02,reporte,NA,hombre,25,NA,NA,NA,NA,NA,2020-09-01,2020,09,ciudad de méxico,007,iztapalapa,NA,ultimo contacto via telefonica,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1261,09011,2020-09-02,reporte,NA,mujer,NA,NA,NA,posgrado,NA,NA,2020-08-28,2020,09,ciudad de méxico,011,tláhuac,NA,se trasladaba a su domicilio,localizado,con vida,2020-09-02,2020,NA,NA,NA,en centro de salud u hospital,NA
1262,09002,2020-09-02,noticia,portal CNB,mujer,20,NA,s/d,NA,NA,NA,2020-08-29,2020,09,ciudad de méxico,002,azcapotzalco,NA,ultimo contacto via telefonica,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1263,09007,2020-09-02,noticia,NA,hombre,33,NA,NA,secundaria,NA,NA,2020-08-23,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-14,2020,NA,NA,NA,en un lugar publico,NA
1264,09010,2020-09-01,noticia,NA,mujer,62,NA,NA,licenciatura,NA,NA,2020-09-01,2020,09,ciudad de méxico,010,álvaro obregón,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-09-01,2020,NA,NA,NA,en un lugar publico,NA
1265,09015,2020-09-01,noticia,NA,hombre,40,NA,NA,NA,NA,NA,2020-08-31,2020,09,ciudad de méxico,015,cuauhtémoc,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1266,09005,2020-09-01,reporte,NA,hombre,55,NA,NA,NA,NA,NA,2008-08-06,2008,09,ciudad de méxico,005,gustavo a. madero,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1267,09012,2020-09-01,noticia,NA,hombre,5,NA,NA,NA,NA,NA,2020-08-20,2020,09,ciudad de méxico,012,tlalpan,NA,se vio en su domicilio,localizado,con vida,2020-09-11,2020,NA,NA,NA,NA,NA
1268,09008,2020-09-01,noticia,NA,mujer,38,NA,NA,posgrado,NA,NA,2020-09-01,2020,09,ciudad de méxico,008,la magdalena contreras,NA,se vio en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1269,09007,2020-08-31,noticia,NA,mujer,84,NA,NA,posgrado,NA,NA,2020-08-23,2020,09,ciudad de méxico,007,iztapalapa,NA,se vio en su domicilio,localizado,con vida,2020-08-23,2020,NA,NA,NA,NA,NA
1270,09015,2020-08-31,noticia,NA,hombre,62,NA,NA,posgrado,NA,NA,2020-08-25,2020,09,ciudad de méxico,015,cuauhtémoc,NA,se trasladaba a su domicilio,localizado,con vida,2020-08-25,2020,NA,NA,NA,NA,NA
1271,09002,2020-08-31,noticia,NA,hombre,43,NA,NA,licenciatura,NA,NA,2020-08-02,2020,09,ciudad de méxico,002,azcapotzalco,NA,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2020-08-28,2020,NA,NA,NA,NA,NA
1272,09005,2020-08-31,noticia,NA,mujer,37,NA,NA,profesional tecnico,NA,NA,2020-08-29,2020,09,ciudad de méxico,005,gustavo a. madero,NA,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1273,09013,2020-08-29,noticia,NA,hombre,61,NA,NA,primaria,NA,NA,2020-08-18,2020,09,ciudad de méxico,013,xochimilco,NA,se desconoce,localizado,con vida,2020-08-23,2020,NA,NA,NA,domicilio de la persona,NA
1274,09015,2020-08-30,noticia,NA,hombre,47,NA,NA,NA,NA,NA,2020-08-24,2020,09,ciudad de méxico,015,cuauhtémoc,NA,NA,localizado,con vida,2020-08-30,2020,NA,NA,NA,domicilio de la persona,NA
1275,09017,2020-08-29,noticia,NA,mujer,23,NA,NA,primaria,NA,NA,2020-07-16,2020,09,ciudad de méxico,017,venustiano carranza,NA,se desconoce,localizado,con vida,2020-08-22,2020,NA,NA,NA,en casa de amigo o familiar,NA
1276,09010,2020-08-29,noticia,portal CNB,hombre,42,NA,s/d,licenciatura,NA,NA,2020-08-07,2020,09,ciudad de méxico,010,álvaro obregón,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1277,09012,2020-08-28,noticia,NA,mujer,24,NA,NA,NA,NA,NA,2020-08-27,2020,09,ciudad de méxico,012,tlalpan,NA,NA,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1278,09010,2020-08-28,noticia,NA,mujer,9,NA,NA,primaria,NA,NA,2020-08-03,2020,09,ciudad de méxico,010,álvaro obregón,NA,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1279,09010,2020-08-28,noticia,NA,mujer,4,NA,NA,otra,NA,NA,2020-08-03,2020,09,ciudad de méxico,010,álvaro obregón,NA,refirio problemas familiares antes de desaparecer,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1280,09016,2020-08-27,noticia,NA,hombre,42,NA,NA,preparatoria,NA,NA,2020-04-20,2020,09,ciudad de méxico,016,miguel hidalgo,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1281,09015,2020-08-27,noticia,NA,mujer,20,NA,NA,NA,NA,NA,2020-07-24,2020,09,ciudad de méxico,015,cuauhtémoc,NA,NA,localizado,con vida,2020-08-28,2020,NA,NA,NA,NA,NA
1282,09007,2020-08-25,noticia,NA,hombre,69,NA,NA,NA,NA,NA,2020-08-14,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1283,09015,2020-08-24,reporte,NA,hombre,45,NA,NA,NA,NA,NA,2020-08-21,2020,09,ciudad de méxico,015,cuauhtémoc,NA,NA,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1284,09013,2020-08-23,noticia,NA,mujer,14,NA,NA,NA,NA,NA,2020-08-20,2020,09,ciudad de méxico,013,xochimilco,NA,NA,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1285,09002,2020-08-23,noticia,NA,mujer,22,NA,NA,NA,NA,NA,2020-08-22,2020,09,ciudad de méxico,002,azcapotzalco,NA,NA,localizado,con vida,2020-08-26,2020,NA,NA,NA,NA,NA
1286,09015,2020-08-22,noticia,NA,mujer,25,NA,NA,NA,NA,NA,2020-08-19,2020,09,ciudad de méxico,015,cuauhtémoc,NA,NA,localizado,con vida,2020-08-22,2020,NA,NA,NA,en centro de salud u hospital,NA
1287,09017,2020-08-21,noticia,NA,hombre,30,NA,NA,NA,NA,NA,2020-07-12,2020,09,ciudad de méxico,017,venustiano carranza,NA,NA,localizado,con vida,2020-08-23,2020,NA,NA,NA,NA,NA
1288,09003,2020-08-21,reporte,NA,hombre,33,NA,NA,NA,NA,NA,2020-08-19,2020,09,ciudad de méxico,003,coyoacán,NA,NA,localizado,sin vida,2020-08-25,2020,NA,NA,NA,en un lugar publico,NA
1289,09012,2020-08-21,noticia,NA,mujer,13,NA,NA,NA,NA,NA,2020-08-19,2020,09,ciudad de méxico,012,tlalpan,NA,NA,localizado,con vida,2020-08-21,2020,NA,NA,NA,domicilio de la persona,NA
1290,09010,2020-08-21,noticia,NA,hombre,19,NA,NA,NA,NA,NA,2020-08-21,2020,09,ciudad de méxico,010,álvaro obregón,NA,NA,localizado,con vida,2020-08-21,2020,NA,NA,NA,en un lugar publico,NA
1291,09005,2020-08-21,noticia,NA,hombre,46,NA,NA,NA,NA,NA,2020-08-17,2020,09,ciudad de méxico,005,gustavo a. madero,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1292,09007,2020-08-20,noticia,NA,hombre,60,NA,NA,NA,NA,NA,2020-06-13,2020,09,ciudad de méxico,007,iztapalapa,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1293,09016,2020-08-20,noticia,NA,hombre,42,NA,NA,NA,NA,NA,2020-08-15,2020,09,ciudad de méxico,016,miguel hidalgo,NA,NA,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1294,09002,2020-08-20,noticia,NA,hombre,12,NA,NA,NA,NA,NA,2020-08-17,2020,09,ciudad de méxico,002,azcapotzalco,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-20,2020,NA,NA,NA,agencia del ministerio público,NA
1295,09007,2020-08-20,reporte,NA,hombre,16,NA,NA,NA,NA,NA,2020-08-19,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-20,2020,NA,NA,NA,en un lugar publico,NA
1296,09007,2020-08-19,noticia,NA,hombre,64,NA,NA,licenciatura,NA,NA,2020-08-18,2020,09,ciudad de méxico,007,iztapalapa,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1297,09015,2020-08-19,noticia,portal CNB,hombre,74,NA,mexicana,licenciatura,casado/a,pareja o expareja,2020-08-19,2020,09,ciudad de méxico,015,cuauhtémoc,NA,se desconoce,localizado,con vida,2021-10-12,2021,NA,informe por institucion,NA,NA,NA
1298,09015,2020-08-19,noticia,NA,hombre,31,NA,NA,preparatoria,NA,NA,2020-08-18,2020,09,ciudad de méxico,015,cuauhtémoc,NA,se encontraba en el trayecto de una ciudad o comunidad a otra,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1299,09014,2020-08-19,noticia,NA,hombre,27,NA,mexicana,licenciatura,NA,NA,2020-08-16,2020,09,ciudad de méxico,014,benito juárez,NA,se encontraba en su trabajo,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1300,09014,2020-08-18,noticia,NA,hombre,27,NA,NA,NA,NA,NA,2020-08-15,2020,09,ciudad de méxico,014,benito juárez,NA,se le vio en el domicilio de un familiar o conocido,localizado,con vida,2020-08-20,2020,NA,NA,NA,en casa de amigo o familiar,NA
1301,09017,2020-08-18,noticia,NA,hombre,18,NA,NA,preparatoria,NA,NA,2020-08-16,2020,09,ciudad de méxico,017,venustiano carranza,NA,se vio en su domicilio,localizado,con vida,2020-08-18,2020,NA,NA,NA,en casa de amigo o familiar,NA
1302,09005,2020-08-18,noticia,NA,mujer,17,NA,NA,preparatoria,NA,NA,2018-10-24,2018,09,ciudad de méxico,005,gustavo a. madero,NA,se vio en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1303,09005,2020-08-18,noticia,NA,hombre,50,NA,NA,posgrado,NA,NA,2020-08-15,2020,09,ciudad de méxico,005,gustavo a. madero,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-18,2020,NA,NA,NA,NA,NA
1304,09005,2020-08-18,noticia,NA,mujer,19,NA,NA,otra,NA,NA,2020-08-12,2020,09,ciudad de méxico,005,gustavo a. madero,NA,ultimo contacto via telefonica o mensaje de texto,localizado,con vida,2020-08-13,2020,NA,NA,NA,domicilio de la persona,NA
1305,09005,2020-08-18,noticia,NA,mujer,27,NA,NA,secundaria,NA,NA,2020-08-06,2020,09,ciudad de méxico,005,gustavo a. madero,NA,se encontraba en su trabajo,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1306,09013,2020-08-17,noticia,NA,hombre,46,NA,NA,NA,NA,NA,2020-08-13,2020,09,ciudad de méxico,013,xochimilco,NA,NA,localizado,con vida,2020-08-17,2020,NA,NA,NA,NA,NA
1307,09007,2020-08-17,noticia,NA,mujer,20,NA,NA,preparatoria,NA,NA,2020-08-13,2020,09,ciudad de méxico,007,iztapalapa,NA,se encontraba en su trabajo,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1308,09007,2020-08-17,noticia,NA,hombre,50,NA,NA,licenciatura,NA,NA,2020-08-15,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-17,2020,NA,NA,NA,en instalaciones de su trabajo,NA
1309,09014,2020-08-17,reporte,NA,hombre,22,NA,NA,NA,NA,NA,2020-08-16,2020,09,ciudad de méxico,014,benito juárez,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-17,2020,NA,NA,NA,en un hotel,NA
1310,09005,2020-08-17,noticia,NA,hombre,15,NA,NA,NA,NA,NA,2020-08-16,2020,09,ciudad de méxico,005,gustavo a. madero,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-18,2020,NA,NA,NA,NA,NA
1311,09012,2020-08-17,noticia,NA,mujer,54,NA,NA,NA,NA,NA,2020-08-17,2020,09,ciudad de méxico,012,tlalpan,NA,salio de casa a realizar alguna actividad y ya no regreso,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1312,09006,2020-08-17,noticia,NA,hombre,87,NA,NA,NA,NA,NA,2020-08-17,2020,09,ciudad de méxico,006,iztacalco,NA,NA,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1313,09017,2020-08-17,noticia,NA,hombre,39,NA,NA,preparatoria,NA,NA,2020-08-16,2020,09,ciudad de méxico,017,venustiano carranza,NA,NA,localizado,con vida,2020-08-17,2020,NA,NA,NA,NA,NA
1314,09003,2020-08-17,noticia,NA,mujer,15,NA,NA,NA,NA,NA,2020-07-19,2020,09,ciudad de méxico,003,coyoacán,NA,se desconoce,localizado,con vida,2020-08-24,2020,NA,NA,NA,agencia del ministerio público,NA
1315,09002,2020-08-17,noticia,NA,hombre,22,NA,NA,licenciatura,NA,NA,2020-08-13,2020,09,ciudad de méxico,002,azcapotzalco,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1316,09002,2020-08-16,noticia,NA,mujer,17,NA,NA,NA,NA,NA,2020-08-15,2020,09,ciudad de méxico,002,azcapotzalco,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-17,2020,NA,NA,NA,NA,NA
1317,09010,2020-08-16,reporte,NA,hombre,22,NA,NA,NA,NA,NA,2020-08-15,2020,09,ciudad de méxico,010,álvaro obregón,NA,se desconoce,localizado,con vida,2020-08-17,2020,NA,NA,NA,domicilio de la persona,NA
1318,09011,2020-08-15,reporte,NA,hombre,75,NA,NA,NA,NA,NA,2020-08-15,2020,09,ciudad de méxico,011,tláhuac,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-16,2020,NA,NA,NA,NA,NA
1319,09007,2020-08-15,noticia,NA,hombre,19,NA,NA,preparatoria,NA,NA,2020-08-14,2020,09,ciudad de méxico,007,iztapalapa,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-14,2020,NA,NA,NA,NA,NA
1320,09013,2020-08-14,noticia,NA,hombre,15,NA,NA,preparatoria,NA,NA,2020-08-12,2020,09,ciudad de méxico,013,xochimilco,NA,se desconoce,localizado,con vida,2020-08-15,2020,NA,NA,NA,en casa de amigo o familiar,NA
1321,"NANA",2020-08-14,noticia,NA,hombre,45,NA,NA,NA,NA,NA,2020-08-10,2020,NA,NA,NA,NA,NA,se desconoce,localizado,con vida,2020-08-14,2020,NA,NA,NA,NA,NA
1322,09015,2020-08-14,noticia,NA,mujer,22,NA,NA,licenciatura,NA,NA,2020-08-11,2020,09,ciudad de méxico,015,cuauhtémoc,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1323,09015,2020-08-14,noticia,NA,hombre,33,NA,NA,licenciatura,NA,NA,2020-08-12,2020,09,ciudad de méxico,015,cuauhtémoc,NA,se trasladaba a su domicilio,localizado,con vida,2020-08-14,2020,NA,NA,NA,NA,NA
1324,09007,2020-08-14,noticia,NA,mujer,1,NA,NA,NA,NA,NA,2020-08-09,2020,09,ciudad de méxico,007,iztapalapa,NA,se vio en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1325,09007,2020-08-14,noticia,NA,mujer,19,NA,NA,secundaria,NA,NA,2020-08-09,2020,09,ciudad de méxico,007,iztapalapa,NA,se vio en su domicilio,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1326,09010,2020-08-12,noticia,NA,hombre,15,NA,NA,secundaria,NA,NA,2020-08-12,2020,09,ciudad de méxico,010,álvaro obregón,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-12,2020,NA,NA,NA,agencia del ministerio público,NA
1327,09010,2020-08-12,noticia,NA,hombre,19,NA,NA,profesional tecnico,NA,NA,2020-08-11,2020,09,ciudad de méxico,010,álvaro obregón,NA,se trasladaba a su domicilio,localizado,con vida,2020-08-12,2020,NA,NA,NA,NA,NA
1328,09010,2020-08-11,noticia,NA,hombre,10,NA,NA,NA,NA,NA,2020-07-24,2020,09,ciudad de méxico,010,álvaro obregón,NA,se desconoce,localizado,con vida,2020-08-27,2020,NA,NA,NA,en un albergue,NA
1329,09003,2020-08-11,noticia,NA,hombre,59,NA,NA,posgrado,NA,NA,2020-04-29,2020,09,ciudad de méxico,003,coyoacán,NA,ultimo contacto via telefonica o mensaje de texto,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1330,09002,2020-08-11,noticia,NA,hombre,3,NA,NA,NA,NA,NA,2020-08-05,2020,09,ciudad de méxico,002,azcapotzalco,NA,se desconoce,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1331,09002,2020-08-11,noticia,NA,hombre,2,NA,NA,NA,NA,NA,2020-08-07,2020,09,ciudad de méxico,002,azcapotzalco,NA,se desconoce,desaparecido,sigue desaparecida,NA,NA,NA,NA,NA,NA,NA
1332,09011,2020-08-11,noticia,NA,mujer,17,NA,NA,NA,NA,NA,2020-08-10,2020,09,ciudad de méxico,011,tláhuac,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,2020-08-24,2020,NA,NA,NA,NA,NA
1333,09015,2020-08-10,reporte,NA,mujer,17,NA,NA,NA,NA,NA,2020-07-27,2020,09,ciudad de méxico,015,cuauhtémoc,NA,salio de casa a realizar alguna actividad y ya no regreso,localizado,con vida,NA,NA,NA,NA,NA,NA,NA
1334,09012,2020-08-10,noticia,NA,hombre,20,NA,NA,secundaria,NA,NA,2020-08-08,2020,09,ciudad de méxico,012,tlalpan,NA,se trasladaba a su domicilio,localizado,con vida,2020-08-10,2020,NA,NA,NA,NA,NA
